Datetime,Close,High,Low,Open,Volume,SMA_20,SMA_50,Signal
2025-11-10 05:45:00+00:00,990.0999755859376,990.4000244140625,989.5999755859375,990.0,45391,,,HOLD
2025-11-10 05:50:00+00:00,990.0999755859376,990.2999877929688,989.7000122070312,990.0999755859375,71988,,,HOLD
2025-11-10 05:55:00+00:00,989.5999755859376,990.1500244140625,989.25,990.0999755859375,75111,988.4774932861328,,HOLD
2025-11-10 06:00:00+00:00,989.4000244140624,989.6500244140625,988.9000244140625,989.6500244140625,76494,988.5574951171875,,HOLD
2025-11-10 06:05:00+00:00,989.0999755859376,989.5,988.8499755859375,989.4000244140625,104610,988.7574951171875,,HOLD
2025-11-10 06:10:00+00:00,989.2000122070312,989.7999877929688,988.9500122070312,989.2000122070312,79647,989.0174957275391,,HOLD
2025-11-10 06:15:00+00:00,989.0499877929688,989.7000122070312,988.75,989.2000122070312,99543,989.2399963378906,,HOLD
2025-11-10 06:20:00+00:00,989.1500244140624,989.5499877929688,988.7000122070312,988.9000244140625,108137,989.3799987792969,,HOLD
2025-11-10 06:25:00+00:00,988.9500122070312,989.3499755859375,988.6500244140625,989.1500244140625,106460,989.3699981689454,,HOLD
2025-11-10 06:30:00+00:00,989.6500244140624,990.0499877929688,988.9000244140625,988.9000244140625,185480,989.3449981689453,,HOLD
2025-11-10 06:35:00+00:00,989.9000244140624,990.2000122070312,989.4000244140625,989.6500244140625,104175,989.3375,,HOLD
2025-11-10 06:40:00+00:00,989.9500122070312,990.2000122070312,989.5999755859375,989.8499755859375,67044,989.3149993896484,,HOLD
2025-11-10 06:45:00+00:00,989.5499877929688,990.1500244140625,989.0499877929688,989.9500122070312,440651,989.3449981689453,,HOLD
2025-11-10 06:50:00+00:00,990.0,990.25,989.2999877929688,989.6500244140625,75795,989.3874969482422,,HOLD
2025-11-10 06:55:00+00:00,990.2000122070312,990.5999755859375,990.0,990.0,76034,989.4999969482421,,HOLD
2025-11-10 07:00:00+00:00,990.0999755859376,990.6500244140625,989.9500122070312,990.2999877929688,73065,989.6124969482422,,HOLD
2025-11-10 07:05:00+00:00,990.0499877929688,990.5499877929688,989.7000122070312,990.2000122070312,107651,989.7099975585937,,HOLD
2025-11-10 07:10:00+00:00,990.0499877929688,990.1500244140625,989.7000122070312,990.0499877929688,109457,989.7099975585937,,HOLD
2025-11-10 07:15:00+00:00,990.4500122070312,990.7999877929688,989.7999877929688,990.0,114719,989.7274993896484,,HOLD
2025-11-10 07:20:00+00:00,990.5,990.9500122070312,990.2999877929688,990.4500122070312,60969,989.7524993896484,,HOLD
2025-11-10 07:25:00+00:00,990.0,990.5999755859375,989.9500122070312,990.5999755859375,129021,989.7475006103516,,HOLD
2025-11-10 07:30:00+00:00,988.6500244140624,990.0499877929688,988.5499877929688,990.0499877929688,177938,989.6750030517578,,HOLD
2025-11-10 07:35:00+00:00,988.8499755859376,989.0,988.25,988.7000122070312,178776,989.6375030517578,,HOLD
2025-11-10 07:40:00+00:00,987.5,988.7000122070312,987.2999877929688,988.6500244140625,82037,989.5425018310547,,HOLD
2025-11-10 07:45:00+00:00,987.9000244140624,988.2999877929688,987.4500122070312,987.5499877929688,75238,989.4825042724609,,HOLD
2025-11-10 07:50:00+00:00,987.9500122070312,988.0499877929688,986.7999877929688,988.0499877929688,143623,989.4200042724609,,HOLD
2025-11-10 07:55:00+00:00,988.25,988.5999755859375,987.8499755859375,987.9500122070312,89650,989.3800048828125,,HOLD
2025-11-10 08:00:00+00:00,987.5999755859376,988.75,987.5,988.25,134263,989.3025024414062,,HOLD
2025-11-10 08:05:00+00:00,987.6500244140624,988.0,987.5,987.5999755859375,103597,989.2375030517578,,HOLD
2025-11-10 08:10:00+00:00,986.5,988.0,986.2999877929688,987.7999877929688,81387,989.0800018310547,,HOLD
2025-11-10 08:15:00+00:00,986.25,986.7000122070312,984.5999755859375,986.4000244140625,580904,988.8975006103516,,HOLD
2025-11-10 08:20:00+00:00,986.5499877929688,987.0999755859375,986.0,986.25,83870,988.7274993896484,,HOLD
2025-11-10 08:25:00+00:00,986.7000122070312,987.0,986.5999755859375,986.5999755859375,70978,988.5850006103516,988.7029992675781,HOLD
2025-11-10 08:30:00+00:00,987.3499755859376,987.5,986.6500244140625,986.7000122070312,242458,988.4524993896484,988.6939990234375,HOLD
2025-11-10 08:35:00+00:00,986.5,987.5499877929688,986.2000122070312,987.4000244140625,291618,988.2674987792968,988.7219995117188,HOLD
2025-11-10 08:40:00+00:00,986.1500244140624,986.6500244140625,986.0999755859375,986.5,50369,988.0700012207031,988.765,HOLD
2025-11-10 08:45:00+00:00,986.2000122070312,986.9000244140625,986.0499877929688,986.2000122070312,69223,987.8775024414062,988.7970007324219,HOLD
2025-11-10 08:50:00+00:00,987.9000244140624,987.9500122070312,986.0499877929688,986.25,360176,987.7700042724609,988.8280017089844,HOLD
2025-11-10 08:55:00+00:00,987.7000122070312,988.2000122070312,987.0999755859375,988.0,118030,987.6325042724609,988.7990014648437,HOLD
2025-11-10 09:00:00+00:00,987.25,987.9500122070312,986.5,987.7000122070312,156440,987.470004272461,988.7410009765625,HOLD
2025-11-10 09:05:00+00:00,986.8499755859376,987.5,986.5,987.25,114124,987.3125030517579,988.6770007324219,HOLD
2025-11-10 09:10:00+00:00,985.75,987.3499755859375,985.5999755859375,986.8499755859375,467908,987.1675018310547,988.5840002441406,HOLD
2025-11-10 09:15:00+00:00,986.3499755859376,986.9500122070312,985.6500244140625,985.7000122070312,289779,987.0425018310547,988.5319995117187,HOLD
2025-11-10 09:20:00+00:00,986.2999877929688,986.8499755859375,986.0499877929688,986.3499755859375,167293,986.9825012207032,988.4749987792969,HOLD
2025-11-10 09:25:00+00:00,986.0999755859376,987.2000122070312,985.9000244140625,986.2999877929688,135007,986.8924987792968,988.437998046875,HOLD
2025-11-10 09:30:00+00:00,984.5999755859376,986.0999755859375,984.1500244140625,986.0499877929688,646337,986.7249969482422,988.372998046875,HOLD
2025-11-10 09:35:00+00:00,984.6500244140624,985.5,984.5,985.0,617841,986.5449981689453,988.3039990234375,HOLD
2025-11-10 09:40:00+00:00,984.0999755859376,984.6500244140625,984.0,984.5999755859375,580125,986.3699981689454,988.1849987792968,HOLD
2025-11-10 09:45:00+00:00,984.5999755859376,985.3499755859375,984.0999755859375,984.0999755859375,604791,986.217495727539,988.0749987792968,HOLD
2025-11-10 09:50:00+00:00,984.2000122070312,984.6500244140625,983.8499755859375,984.5,570147,986.1024963378907,987.9589990234375,HOLD
2025-11-10 09:55:00+00:00,984.5,984.5999755859375,983.6500244140625,984.2999877929688,401067,986.0149963378906,987.8469995117188,HOLD
2025-11-11 03:45:00+00:00,985.75,989.7000122070312,983.5,983.5,0,985.9749969482422,987.76,HOLD
2025-11-11 03:50:00+00:00,983.2999877929688,986.0,983.0999755859375,985.75,138504,985.8049957275391,987.6340002441407,HOLD
2025-11-11 03:55:00+00:00,982.3499755859376,984.0,981.5999755859375,983.25,99636,985.5549957275391,987.4929992675782,HOLD
2025-11-11 04:00:00+00:00,980.5,982.3499755859375,980.0999755859375,982.3499755859375,130202,985.254995727539,987.3209997558594,HOLD
2025-11-11 04:05:00+00:00,979.9500122070312,980.7999877929688,979.0999755859375,980.5,143853,984.9449951171875,987.1359997558594,HOLD
2025-11-11 04:10:00+00:00,981.1500244140624,981.25,979.2999877929688,979.9500122070312,44441,984.692495727539,986.9780004882813,HOLD
2025-11-11 04:15:00+00:00,980.25,981.5999755859375,980.0499877929688,981.2000122070312,49408,984.3099945068359,986.8,HOLD
2025-11-11 04:20:00+00:00,979.5999755859376,980.0,979.0,980.0,84120,983.9049926757813,986.6129992675782,HOLD
2025-11-11 04:25:00+00:00,980.9500122070312,981.2999877929688,979.5,979.5999755859375,106531,983.5899932861328,986.4389990234375,HOLD
2025-11-11 04:30:00+00:00,981.0499877929688,981.4500122070312,980.7999877929688,980.9500122070312,70787,983.2999938964844,986.2619982910156,HOLD
2025-11-11 04:35:00+00:00,983.25,983.25,981.25,981.4000244140625,92186,983.1749938964844,986.127998046875,HOLD
2025-11-11 04:40:00+00:00,981.0499877929688,983.5,981.0,982.9500122070312,53411,982.9099945068359,985.957998046875,HOLD
2025-11-11 04:45:00+00:00,981.0499877929688,981.5999755859375,980.75,981.0499877929688,148299,982.647494506836,985.7789978027344,HOLD
2025-11-11 04:50:00+00:00,980.2000122070312,981.5,980.2000122070312,981.5,74506,982.3524963378907,985.5789978027344,HOLD
2025-11-11 04:55:00+00:00,980.0499877929688,980.9500122070312,980.0,980.2000122070312,54352,982.1249969482421,985.377998046875,HOLD
2025-11-11 05:00:00+00:00,979.3499755859376,980.7000122070312,979.1500244140625,980.0,79757,981.859994506836,985.1639978027343,HOLD
2025-11-11 05:05:00+00:00,978.9500122070312,979.7999877929688,978.2000122070312,979.4000244140625,87419,981.6024963378907,984.9419982910156,HOLD
2025-11-11 05:10:00+00:00,978.5499877929688,979.0,978.1500244140625,978.8499755859375,75611,981.2999969482422,984.7039978027344,HOLD
2025-11-11 05:15:00+00:00,978.7000122070312,979.0,978.0,978.5999755859375,29859,981.0249969482422,984.467998046875,HOLD
2025-11-11 05:20:00+00:00,979.75,979.9000244140625,978.6500244140625,978.7000122070312,64528,980.7874969482422,984.262998046875,HOLD
2025-11-11 05:25:00+00:00,980.3499755859376,980.5,979.4000244140625,979.7999877929688,41421,980.5174957275391,984.0969970703125,HOLD
2025-11-11 05:30:00+00:00,980.2000122070312,980.9500122070312,980.0999755859375,980.5,41599,980.3624969482422,983.9239978027343,HOLD
2025-11-11 05:35:00+00:00,980.4000244140624,980.6500244140625,979.5999755859375,980.0,15954,980.2649993896484,983.7819982910156,HOLD
2025-11-11 05:40:00+00:00,979.9500122070312,980.6500244140625,979.7999877929688,980.5,15853,980.2375,983.622998046875,HOLD
2025-11-11 05:45:00+00:00,979.0499877929688,980.2000122070312,979.0499877929688,979.9000244140625,15940,980.1924987792969,983.4449975585937,HOLD
2025-11-11 05:50:00+00:00,979.5499877929688,979.5499877929688,979.0,979.0499877929688,19887,980.1124969482422,983.2709973144531,HOLD
2025-11-11 05:55:00+00:00,980.2000122070312,980.2000122070312,979.3499755859375,979.4500122070312,43074,980.1099975585937,983.122998046875,HOLD
2025-11-11 06:00:00+00:00,980.6500244140624,980.8499755859375,980.0,980.2000122070312,43506,980.1625,982.982998046875,HOLD
2025-11-11 06:05:00+00:00,981.4500122070312,981.7000122070312,980.0499877929688,980.6500244140625,47121,980.1875,982.8819982910156,HOLD
2025-11-11 06:10:00+00:00,981.7000122070312,982.0,981.1500244140625,981.4500122070312,36243,980.2200012207031,982.7909985351563,HOLD
2025-11-11 06:15:00+00:00,981.5,982.0,981.2000122070312,981.7000122070312,27769,980.1325012207031,982.6899987792968,HOLD
2025-11-11 06:20:00+00:00,983.2000122070312,983.5,981.0999755859375,981.5999755859375,129433,980.2400024414062,982.6199987792969,HOLD
2025-11-11 06:25:00+00:00,983.0,983.5,982.1500244140625,983.0,110910,980.3375030517578,982.5329992675781,HOLD
2025-11-11 06:30:00+00:00,983.5499877929688,983.9500122070312,983.0,983.0,36784,980.5050018310546,982.4739990234375,HOLD
2025-11-11 06:35:00+00:00,983.0999755859376,984.5499877929688,983.0,983.7000122070312,92406,980.6575012207031,982.412998046875,HOLD
2025-11-11 06:40:00+00:00,984.0999755859376,984.2000122070312,983.0,983.1500244140625,42417,980.8950012207031,982.3709973144531,HOLD
2025-11-11 06:45:00+00:00,985.0999755859376,985.0999755859375,983.9000244140625,984.0499877929688,129910,981.2024993896484,982.3149963378906,HOLD
2025-11-11 06:50:00+00:00,985.3499755859376,985.6500244140625,985.0,985.0999755859375,87246,981.5424987792969,982.2679956054687,HOLD
2025-11-11 06:55:00+00:00,986.2999877929688,986.4000244140625,985.0499877929688,985.4500122070312,95808,981.9224975585937,982.2489953613281,HOLD
2025-11-11 07:00:00+00:00,987.0,987.2000122070312,986.0,986.4000244140625,190739,982.2849975585938,982.2519958496093,CALL
2025-11-11 07:05:00+00:00,985.3499755859376,987.2000122070312,985.1500244140625,986.8499755859375,141030,982.5349975585938,982.2439953613281,HOLD
2025-11-11 07:10:00+00:00,985.6500244140624,986.0,984.7000122070312,985.4000244140625,117466,982.8074981689454,982.2299963378906,HOLD
2025-11-11 07:15:00+00:00,985.8499755859376,986.2999877929688,985.0,985.7999877929688,64553,983.0799957275391,982.22099609375,HOLD
2025-11-11 07:20:00+00:00,985.75,986.25,985.4500122070312,986.1500244140625,29063,983.3699951171875,982.2139965820312,HOLD
2025-11-11 07:25:00+00:00,985.9000244140624,986.0,985.0499877929688,985.75,68079,983.7124969482422,982.2399975585937,HOLD
2025-11-11 07:30:00+00:00,985.9000244140624,986.0,985.2999877929688,985.9000244140625,36271,984.0299987792969,982.2649975585938,HOLD
2025-11-11 07:35:00+00:00,985.7000122070312,986.5499877929688,985.3499755859375,985.9000244140625,64035,984.3049987792969,982.2969982910156,HOLD
2025-11-11 07:40:00+00:00,986.8499755859376,987.1500244140625,985.5499877929688,985.75,55275,984.6149963378906,982.3419982910157,HOLD
2025-11-11 07:45:00+00:00,988.5,989.0999755859375,987.0999755859375,987.0999755859375,97929,984.967495727539,982.427998046875,HOLD
2025-11-11 07:50:00+00:00,988.4500122070312,989.2999877929688,988.0999755859375,988.5999755859375,85069,985.3049957275391,982.5069982910156,HOLD
2025-11-11 07:55:00+00:00,987.7000122070312,988.75,987.7000122070312,988.5,55997,985.6149963378906,982.5459985351563,HOLD
2025-11-11 08:00:00+00:00,988.75,988.9500122070312,987.7000122070312,987.9500122070312,48112,985.8924957275391,982.6549987792969,HOLD
2025-11-11 08:05:00+00:00,989.5,989.75,988.2999877929688,988.75,195905,986.217495727539,982.7979992675781,HOLD
2025-11-11 08:10:00+00:00,987.7999877929688,989.75,987.7999877929688,989.5,129905,986.4299957275391,982.9439990234375,HOLD
2025-11-11 08:15:00+00:00,990.0,990.2999877929688,988.0,988.0,182497,986.7749969482422,983.1449987792969,HOLD
2025-11-11 08:20:00+00:00,990.0999755859376,990.5,990.0,990.1500244140625,58638,987.0749969482422,983.3239978027344,HOLD
2025-11-11 08:25:00+00:00,987.5499877929688,990.0999755859375,986.9000244140625,990.0,445215,987.1974975585938,983.4699975585937,HOLD
2025-11-11 08:30:00+00:00,988.2000122070312,988.9000244140625,987.3499755859375,987.4500122070312,91477,987.3399993896485,983.6419982910156,HOLD
2025-11-11 08:35:00+00:00,988.8499755859376,989.5,988.0,988.25,78500,987.4674987792969,983.7999975585938,HOLD
2025-11-11 08:40:00+00:00,988.1500244140624,989.5,988.0,989.0999755859375,63435,987.525,983.9419982910156,HOLD
2025-11-11 08:45:00+00:00,989.2000122070312,989.5,988.0499877929688,988.2000122070312,148656,987.7175018310547,984.0609985351563,HOLD
2025-11-11 08:50:00+00:00,990.0499877929688,990.25,988.6500244140625,989.1500244140625,423556,987.9375,984.2409985351562,HOLD
2025-11-11 08:55:00+00:00,990.9500122070312,992.0,990.0,990.25,249803,988.1925018310546,984.4389990234375,HOLD
2025-11-11 09:00:00+00:00,991.25,991.7999877929688,990.4000244140625,991.0999755859375,61804,988.4675018310547,984.6599987792969,HOLD
2025-11-11 09:05:00+00:00,988.5499877929688,991.25,988.4500122070312,991.25,306608,988.6,984.8299987792968,HOLD
2025-11-11 09:10:00+00:00,988.9000244140624,990.4500122070312,988.5,988.5,97419,988.75,985.0209997558594,HOLD
2025-11-11 09:15:00+00:00,989.25,989.5999755859375,988.6500244140625,988.9000244140625,29785,988.9274993896485,985.2269995117188,HOLD
2025-11-11 09:20:00+00:00,990.0,991.0,989.2000122070312,989.3499755859375,161781,989.0850006103516,985.4559997558594,HOLD
2025-11-11 09:25:00+00:00,989.8499755859376,990.7999877929688,989.2000122070312,990.0,112260,989.1524993896485,985.6789990234375,HOLD
2025-11-11 09:30:00+00:00,991.9500122070312,992.5499877929688,989.8499755859375,989.8499755859375,410394,989.3274993896484,985.9229992675781,HOLD
2025-11-11 09:35:00+00:00,991.0999755859376,992.5,990.5499877929688,991.9500122070312,462175,989.4974975585938,986.1379992675782,HOLD
2025-11-11 09:40:00+00:00,991.4500122070312,991.9500122070312,990.5,991.2000122070312,568080,989.6324981689453,986.3629992675782,HOLD
2025-11-11 09:45:00+00:00,992.0999755859376,992.4000244140625,990.0,991.7000122070312,509847,989.7624969482422,986.5969982910157,HOLD
2025-11-11 09:50:00+00:00,992.8499755859376,993.0,991.5,992.2999877929688,344374,990.0149963378906,986.8549975585937,HOLD
2025-11-11 09:55:00+00:00,992.0,993.5,991.5,992.9500122070312,291629,990.1149963378906,987.1139978027344,HOLD
2025-11-12 03:45:00+00:00,993.0999755859376,998.0999755859375,992.6500244140625,998.0,0,990.2649963378906,987.3849975585938,HOLD
2025-11-12 03:50:00+00:00,995.0,995.2999877929688,992.5,993.25,193103,990.6374969482422,987.6809973144532,HOLD
2025-11-12 03:55:00+00:00,994.3499755859376,995.7999877929688,993.5499877929688,995.0999755859375,164990,990.9449951171877,987.9549963378906,HOLD
2025-11-12 04:00:00+00:00,993.4000244140624,994.5499877929688,993.0499877929688,994.2000122070312,111210,991.1724975585937,988.1939965820312,HOLD
2025-11-12 04:05:00+00:00,993.6500244140624,993.75,992.5499877929688,993.0499877929688,102258,991.4474975585938,988.4329968261719,HOLD
2025-11-12 04:10:00+00:00,994.8499755859376,995.5,993.5499877929688,993.5499877929688,116659,991.7299957275391,988.6999963378906,HOLD
2025-11-12 04:15:00+00:00,995.2999877929688,995.5,994.9000244140625,994.9000244140625,66985,991.9924957275391,988.9419958496094,HOLD
2025-11-12 04:20:00+00:00,995.25,995.9000244140625,994.8499755859375,995.2999877929688,54341,992.2074951171875,989.1869958496094,HOLD
2025-11-12 04:25:00+00:00,995.25,995.5499877929688,994.9500122070312,995.0999755859375,87310,992.4074951171875,989.42099609375,HOLD
2025-11-12 04:30:00+00:00,994.7000122070312,995.75,994.5499877929688,995.2999877929688,56169,992.7149963378906,989.6529968261718,HOLD
2025-11-12 04:35:00+00:00,994.5999755859376,995.25,994.2000122070312,994.7999877929688,42105,992.9999938964845,989.8629968261719,HOLD
2025-11-12 04:40:00+00:00,993.5499877929688,994.9000244140625,993.0999755859375,994.5999755859375,79421,993.214993286133,990.0319970703125,HOLD
2025-11-12 04:45:00+00:00,993.3499755859376,994.0499877929688,992.5999755859375,993.5499877929688,112101,993.3824920654299,990.1919970703125,HOLD
2025-11-12 04:50:00+00:00,992.3499755859376,993.4500122070312,991.7000122070312,993.3499755859375,117385,993.5074920654299,990.3129968261719,HOLD
2025-11-12 04:55:00+00:00,992.7999877929688,992.9000244140625,992.4500122070312,992.5499877929688,45975,993.5499908447267,990.4289965820312,HOLD
2025-11-12 05:00:00+00:00,993.7000122070312,993.7000122070312,992.0,992.7999877929688,76922,993.6799926757815,990.5959973144531,HOLD
2025-11-12 05:05:00+00:00,993.7000122070312,993.8499755859375,993.2999877929688,993.5999755859375,60933,993.7924926757814,990.7569970703125,HOLD
2025-11-12 05:10:00+00:00,994.9000244140624,995.1500244140625,993.6500244140625,993.7000122070312,91095,993.9324951171877,990.937998046875,HOLD
2025-11-12 05:15:00+00:00,994.75,995.0,994.5999755859375,994.7999877929688,44971,994.0274963378909,991.117998046875,HOLD
2025-11-12 05:20:00+00:00,994.9000244140624,995.0,994.4000244140625,994.8499755859375,63958,994.1724975585939,991.297998046875,HOLD
2025-11-12 05:25:00+00:00,994.75,995.0,994.7000122070312,994.8499755859375,36841,994.2549987792969,991.4749975585937,HOLD
2025-11-12 05:30:00+00:00,995.0,995.1500244140625,994.0999755859375,994.7999877929688,73089,994.2549987792969,991.6609973144531,HOLD
2025-11-12 05:35:00+00:00,995.4500122070312,995.5,995.0,995.0,41638,994.3100006103516,991.832998046875,HOLD
2025-11-12 05:40:00+00:00,995.9500122070312,995.9500122070312,995.4500122070312,995.5,52339,994.4375,991.9819982910157,HOLD
2025-11-12 05:45:00+00:00,995.0,995.9500122070312,995.0,995.75,62172,994.504998779297,992.112998046875,HOLD
2025-11-12 05:50:00+00:00,994.8499755859376,995.0499877929688,994.7999877929688,995.0,34073,994.5049987792969,992.2559973144531,HOLD
2025-11-12 05:55:00+00:00,994.5999755859376,994.9000244140625,994.3499755859375,994.8499755859375,46431,994.4699981689453,992.3729968261719,HOLD
2025-11-12 06:00:00+00:00,994.4500122070312,994.5499877929688,993.5999755859375,994.5499877929688,59875,994.4299987792969,992.4719970703125,HOLD
2025-11-12 06:05:00+00:00,994.4500122070312,994.4500122070312,993.7000122070312,994.3499755859375,53555,994.3899993896484,992.6049975585937,HOLD
2025-11-12 06:10:00+00:00,994.7000122070312,994.7999877929688,993.7999877929688,994.5499877929688,82699,994.3899993896484,992.6989978027344,HOLD
2025-11-12 06:15:00+00:00,993.9000244140624,994.7000122070312,993.9000244140625,994.5999755859375,51513,994.3550018310547,992.7749987792969,HOLD
2025-11-12 06:20:00+00:00,994.5499877929688,994.6500244140625,993.7999877929688,993.9000244140625,39358,994.4050018310547,992.9149987792969,HOLD
2025-11-12 06:25:00+00:00,994.75,995.4000244140625,994.5,994.5,95171,994.4750030517578,993.0459985351563,HOLD
2025-11-12 06:30:00+00:00,994.9500122070312,995.0,993.7999877929688,994.5999755859375,53845,994.6050048828125,993.1679992675781,HOLD
2025-11-12 06:35:00+00:00,995.2000122070312,995.2000122070312,994.5999755859375,994.9000244140625,44138,994.7250061035156,993.3089990234375,HOLD
2025-11-12 06:40:00+00:00,993.8499755859376,995.2000122070312,993.4500122070312,995.2000122070312,74109,994.7325042724609,993.4019982910156,HOLD
2025-11-12 06:45:00+00:00,994.4000244140624,994.5499877929688,993.6500244140625,993.7000122070312,43954,994.7675048828125,993.4889990234375,HOLD
2025-11-12 06:50:00+00:00,994.7000122070312,994.75,994.2999877929688,994.3499755859375,42221,994.7575042724609,993.5639990234375,HOLD
2025-11-12 06:55:00+00:00,994.6500244140624,994.7999877929688,994.0999755859375,994.7000122070312,62624,994.7525054931641,993.6319995117187,HOLD
2025-11-12 07:00:00+00:00,994.9500122070312,995.25,994.5499877929688,994.5499877929688,69626,994.7550048828125,993.76,HOLD
2025-11-12 07:05:00+00:00,995.2000122070312,996.0,994.9000244140625,995.0,129120,994.7775054931641,993.8859997558594,HOLD
2025-11-12 07:10:00+00:00,995.0,995.4500122070312,994.75,995.2000122070312,75734,994.7775054931641,994.0009997558594,HOLD
2025-11-12 07:15:00+00:00,994.7999877929688,995.2999877929688,994.75,994.9500122070312,49773,994.745004272461,994.0969995117188,HOLD
2025-11-12 07:20:00+00:00,994.5,995.0,994.0499877929688,994.8499755859375,42550,994.6725036621094,994.19,HOLD
2025-11-12 07:25:00+00:00,994.5999755859376,994.9500122070312,994.0999755859375,994.4500122070312,46942,994.6525024414062,994.2429992675782,HOLD
2025-11-12 07:30:00+00:00,994.0,994.75,993.7999877929688,994.5999755859375,36079,994.6100036621094,994.3009997558594,HOLD
2025-11-12 07:35:00+00:00,993.75,994.2000122070312,993.5,993.9000244140625,79884,994.5675048828125,994.3469995117188,HOLD
2025-11-12 07:40:00+00:00,993.7999877929688,995.0,993.5999755859375,993.8499755859375,254400,994.5350036621094,994.3809997558594,HOLD
2025-11-12 07:45:00+00:00,994.0499877929688,994.0999755859375,993.4000244140625,993.7999877929688,88955,994.5150024414063,994.405,HOLD
2025-11-12 07:50:00+00:00,994.5999755859376,994.5999755859375,993.7000122070312,994.0999755859375,61683,994.5100006103515,994.4569995117188,HOLD
2025-11-12 07:55:00+00:00,993.5499877929688,994.9000244140625,993.25,994.7999877929688,196399,994.4924987792969,994.4659997558593,HOLD
2025-11-12 08:00:00+00:00,993.0,993.4000244140625,992.7000122070312,993.4000244140625,183326,994.4149993896484,994.4259997558594,PUT
2025-11-12 08:05:00+00:00,993.75,994.0499877929688,992.9000244140625,993.0,237838,994.3649993896485,994.4140002441407,HOLD
2025-11-12 08:10:00+00:00,993.2000122070312,994.0,992.5999755859375,993.75,248705,994.2774993896485,994.41,HOLD
2025-11-12 08:15:00+00:00,993.4500122070312,993.7000122070312,992.9500122070312,993.1500244140625,123774,994.1899993896484,994.4059997558594,HOLD
2025-11-12 08:20:00+00:00,993.5499877929688,993.7999877929688,993.0499877929688,993.4500122070312,140881,994.175,994.38,HOLD
2025-11-12 08:25:00+00:00,993.3499755859376,993.7000122070312,992.8499755859375,993.5499877929688,99343,994.1224975585938,994.3409997558593,HOLD
2025-11-12 08:30:00+00:00,992.2999877929688,993.3499755859375,992.0999755859375,993.3499755859375,106061,994.0024963378906,994.2819995117187,HOLD
2025-11-12 08:35:00+00:00,990.8499755859376,992.4000244140625,990.7000122070312,992.2999877929688,326179,993.8124938964844,994.1939990234375,HOLD
2025-11-12 08:40:00+00:00,991.9000244140624,992.0999755859375,990.3499755859375,990.8499755859375,261866,993.6599945068359,994.1379992675782,HOLD
2025-11-12 08:45:00+00:00,991.2000122070312,992.0,991.2000122070312,991.9000244140625,187929,993.459994506836,994.07,HOLD
2025-11-12 08:50:00+00:00,990.9000244140624,991.5999755859375,990.4500122070312,991.5999755859375,175940,993.254995727539,994.0170007324218,HOLD
2025-11-12 08:55:00+00:00,991.3499755859376,992.5499877929688,990.5,990.9000244140625,429134,993.0824951171875,993.9770007324219,HOLD
2025-11-12 09:00:00+00:00,991.25,991.5,990.7999877929688,991.3499755859375,147618,992.9199951171875,993.9550012207031,HOLD
2025-11-12 09:05:00+00:00,992.0,992.0999755859375,991.0499877929688,991.25,160602,992.7899963378907,993.9390014648437,HOLD
2025-11-12 09:10:00+00:00,991.7000122070312,992.3499755859375,990.9000244140625,992.0,540810,992.6749969482422,993.8990014648438,HOLD
2025-11-12 09:15:00+00:00,991.0499877929688,991.75,991.0,991.75,158655,992.5399963378907,993.8460009765626,HOLD
